Accident_Index,Longitude,Latitude,SV,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,1st_Road_Class,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Vehicle1_Type,Vehicle2_Type,Vehicle3_Type,Vehicle1_Manoeuvre,Vehicle2_Manoeuvre,Vehicle3_Manoeuvre,Vehicle1_Location-Restricted_Lane,Vehicle2_Location-Restricted_Lane,Vehicle3_Location-Restricted_Lane,Junction1_Location,Junction2_Location,Junction3_Location,Skidding1_and_Overturning,Skidding2_and_Overturning,Skidding3_and_Overturning,Hit_Object_in_Carriageway1,Hit_Object_in_Carriageway2,Hit_Object_in_Carriageway3,Vehicle1_Leaving_Carriageway,Vehicle2_Leaving_Carriageway,Vehicle3_Leaving_Carriageway,Hit_Object_off_Carriageway1,Hit_Object_off_Carriageway2,Hit_Object_off_Carriageway3,1st_Point_of_Impact1,1st_Point_of_Impact2,1st_Point_of_Impact3,Was_Vehicle 1_Left_Hand_Drive?,Was_Vehicle2_Left_Hand_Drive?,Was_Vehicle 3_Left_Hand_Drive?,Journey_Purpose_of_Driver1,Journey_Purpose_of_Driver2,Journey_Purpose_of_Driver3,Sex_of_Driver1,Sex_of_Driver2,Sex_of_Driver3,Age_Band_of_Driver1,Age_Band_of_Driver2,Age_Band_of_Driver3,Age_of_Vehicle1,Age_of_Vehicle2,Age_of_Vehicle3
2016010002626 ,0.04727,51.509276,0,2,1,2,18.0,3,1,30,1,2,6,0,0,4,1,1,0,0,1,9,9,0,7,9,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,3,4,0,1,1,0,2,6,0,1,1,0,7,8,0,11,12,0
2016010002627 ,-0.062775,51.517441,0,2,1,2,17.53,4,6,30,3,4,5,0,0,4,2,2,0,0,1,3,9,0,4,4,0,10,10,0,2,2,0,1,6,0,13,13,0,9,9,0,12,12,0,3,2,0,1,1,0,6,6,0,1,1,0,5,6,0,3,8,0
2016010002628 ,-0.345077,51.467359,0,1,1,2,18.10,5,6,30,3,4,6,0,0,4,2,2,0,0,1,9,0,0,18,0,0,10,0,0,8,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,10,0,0,9,0,0
2016010002629 ,-0.012794,51.586119,0,1,1,2,17.15,6,6,30,3,4,6,0,0,4,2,2,0,0,1,8,0,0,6,0,0,10,0,0,5,0,0,6,0,0,13,0,0,9,0,0,12,0,0,2,0,0,1,0,0,6,0,0,1,0,0,8,0,0,8,0,0
2016010002631 ,-0.075727,51.521341,0,2,1,2,17.12,3,2,30,3,4,6,0,4,4,2,2,0,0,1,21,3,0,7,9,0,10,10,0,8,2,0,6,6,0,13,13,0,9,9,0,12,12,0,1,3,0,1,1,0,1,6,0,1,1,0,6,9,0,7,8,0
2016010002633 ,0.013144,51.447816,0,1,1,1,4.26,3,6,20,9,4,6,0,0,4,1,2,0,0,1,9,0,0,18,0,0,10,0,0,2,0,0,6,0,0,13,0,0,1,0,0,2,0,0,1,0,0,1,0,0,6,0,0,1,0,0,8,0,0,8,0,0
2016010002637 ,-0.221259,51.452507,0,2,2,2,17.48,3,6,30,3,4,6,0,4,4,2,2,0,0,1,9,11,0,18,18,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,2,1,0,1,1,0,1,1,0,1,1,0,8,5,0,5,4,0
2016010002640 ,-0.094013,51.528744,0,2,1,6,12.31,3,3,30,9,4,6,0,0,1,1,1,0,0,1,19,3,0,9,18,0,10,10,0,6,1,0,6,6,0,13,13,0,9,9,0,12,12,0,3,1,0,1,1,0,1,1,0,1,1,0,6,6,0,3,2,0
2016010002647 ,-0.120476,51.558307,0,1,1,1,19.30,3,3,30,6,2,5,0,0,4,1,1,0,0,1,11,0,0,7,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,1,0,0,1,0,0,6,0,0,10,0,0
2016010002649 ,0.055282,51.459944,0,2,1,2,18.17,6,6,30,3,4,6,0,0,4,2,2,0,0,1,9,9,0,8,18,0,10,10,0,2,1,0,6,6,0,13,13,0,9,1,0,12,2,0,1,4,0,1,1,0,6,6,0,2,2,0,5,5,0,12,2,0
2016010002659 ,-0.175776,51.632829,0,2,2,2,20.5,3,6,30,3,4,6,0,0,4,2,2,0,0,1,9,11,0,6,18,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,2,1,0,1,1,0,6,1,0,2,1,0,6,8,0,5,2,0
2016010002664 ,-0.097036,51.604871,0,1,1,7,17.38,5,6,30,3,4,6,0,8,4,2,2,0,0,1,9,0,0,18,0,0,10,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,9,0,0,6,0,0
2016010002665 ,-0.240396,51.549916,0,2,1,2,21.28,3,6,30,6,4,6,0,0,4,2,2,0,0,1,9,4,0,18,18,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,2,0,1,1,0,6,6,0,1,1,0,9,4,0,15,1,0
2016010002666 ,-0.089371,51.436402,0,1,1,2,21.14,5,6,20,3,4,6,0,0,4,2,2,0,0,1,9,0,0,9,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,6,0,0,1,0,0,6,0,0,16,0,0
2016010002669 ,-0.242977,51.580259,0,3,4,2,6.40,3,6,30,9,4,6,0,0,4,2,2,1,0,1,9,8,9,10,10,14,10,10,10,1,1,1,6,6,1,13,13,13,9,9,9,12,12,12,2,2,1,1,1,1,6,1,6,2,1,1,8,8,7,5,7,4
2016010002670 ,-0.013142,51.399253,0,2,1,2,22.9,4,6,30,0,0,0,0,0,4,2,2,0,0,1,3,9,0,18,18,0,10,10,0,9,9,0,2,6,0,13,13,0,9,9,0,12,12,0,1,3,0,1,1,0,1,6,0,1,1,0,6,5,0,9,20,0
2016010002704 ,-0.377999,51.436256,0,2,1,3,8.50,3,1,30,1,4,3,0,0,1,1,2,0,0,1,4,8,0,17,5,0,10,10,0,8,4,0,6,6,0,13,13,0,9,9,0,12,12,0,5,5,0,1,1,0,2,6,0,1,1,0,7,9,0,5,13,0
2016010002717 ,0.029355,51.449874,0,2,1,3,9.45,3,1,30,1,4,3,0,0,1,4,2,0,0,1,21,9,0,9,9,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,2,2,0,1,1,0,1,1,0,1,2,0,8,8,0,4,11,0
2016010002723 ,-0.173623,51.495658,0,1,1,1,12.20,3,3,30,6,2,5,0,4,1,1,1,0,0,1,5,0,0,5,0,0,10,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,1,0,0,1,0,0,7,0,0,4,0,0
2016010002729 ,-0.182968,51.474401,0,1,1,3,9.46,6,1,20,1,4,6,0,0,5,4,2,0,0,1,9,0,0,5,0,0,10,0,0,4,0,0,6,0,0,13,0,0,9,0,0,12,0,0,2,0,0,1,0,0,6,0,0,1,0,0,10,0,0,12,0,0
2016010002733 ,-0.192153,51.4169,0,1,1,3,7.16,3,6,30,0,0,0,2,4,1,2,2,0,2,1,9,0,0,9,0,0,9,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0,0,19,0,0
2016010002764 ,-0.09109,51.49866,0,2,1,3,14.45,3,3,20,0,0,0,0,5,1,1,1,0,0,1,9,3,0,6,18,0,8,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,3,5,0,1,1,0,1,1,0,1,1,0,7,6,0,5,3,0
2016010002772 ,-0.250954,51.586763,0,2,1,3,11.28,3,3,30,3,4,6,0,4,1,1,1,0,0,1,9,9,0,3,14,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,2,1,0,1,1,0,6,1,0,1,1,0,9,5,0,9,3,0
2016010002774 ,-0.244744,51.616795,0,2,1,3,6.40,3,6,50,1,4,3,0,0,1,2,2,0,0,1,9,19,0,3,18,0,10,10,0,4,4,0,6,2,0,13,13,0,7,9,0,12,12,0,2,1,0,1,1,0,2,2,0,2,1,0,6,5,0,8,2,0
2016010002776 ,-0.081931,51.490328,0,1,1,3,12.3,6,6,20,3,4,6,0,0,1,1,2,0,0,1,9,0,0,3,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,7,0,0,8,0,0
2016010002787 ,-0.131184,51.501195,0,2,1,3,9.49,5,6,30,0,0,0,0,0,1,1,2,0,0,1,3,8,0,14,6,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,4,3,0,1,1,0,6,1,0,2,1,0,6,7,0,10,4,0
2016010002816 ,-0.110575,51.501314,0,1,2,2,13.7,4,3,30,0,0,0,0,1,1,2,2,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,2,0,0,6,0,0,15,0,0
2016010002824 ,-0.031386,51.439759,0,2,1,3,15.10,3,6,30,0,0,0,0,0,1,1,2,0,0,1,3,9,0,14,5,0,10,10,0,9,9,0,1,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,2,0,1,6,0,1,2,0,7,7,0,2,2,0
2016010002828 ,-0.131866,51.516223,0,1,1,3,12.40,3,6,30,0,0,0,0,0,1,4,1,0,0,1,5,0,0,14,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,4,0,0,1,0,0,2,0,0,1,0,0,5,0,0,24,0,0
2016010002843 ,-0.325306,51.574719,0,2,1,3,19.38,3,3,30,3,2,6,0,5,4,1,1,0,0,1,9,9,0,12,18,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,2,3,0,1,1,0,6,6,0,1,1,0,6,7,0,5,3,0
2016010002845 ,-0.147952,51.350472,0,2,1,3,20.10,3,6,30,3,4,6,0,4,4,1,2,0,0,1,9,3,0,9,18,0,10,10,0,1,2,0,6,6,0,13,13,0,9,1,0,12,12,0,1,3,0,1,1,0,1,1,0,1,1,0,7,4,0,15,1,0
2016010002849 ,-0.028235,51.469473,0,1,1,3,17.0,5,6,20,9,2,3,0,5,4,2,2,0,0,1,19,0,0,18,0,0,10,0,0,8,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,1,0,0,1,0,0,6,0,0,12,0,0
2016010002850 ,-0.243585,51.459588,0,1,1,3,19.15,3,6,30,0,0,0,0,0,4,1,1,0,0,1,5,0,0,14,0,0,10,0,0,9,0,0,6,0,0,7,0,0,9,0,0,12,0,0,1,0,0,1,0,0,2,0,0,1,0,0,9,0,0,18,0,0
2016010002851 ,-0.218233,51.504348,0,1,1,3,21.30,3,3,30,7,2,6,0,5,4,1,1,0,0,1,8,0,0,13,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,0,0,1,0,0
2016010002853 ,-0.473032,51.559019,0,3,1,3,21.0,3,7,70,5,4,6,0,0,4,1,2,0,0,2,9,9,9,18,18,18,10,10,10,7,7,7,6,6,6,13,13,13,9,9,9,12,12,12,1,1,2,1,1,1,6,6,6,1,1,1,8,8,6,16,12,3
2016010002854 ,-0.15151,51.515186,0,1,1,3,23.29,6,6,30,0,0,0,0,0,4,1,1,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,2,0,0,6,0,0,2,0,0,7,0,0,5,0,0
2016010002858 ,0.07228,51.53006,0,2,2,3,22.28,3,3,50,0,0,0,0,0,4,1,1,0,0,1,9,9,0,11,18,0,10,10,0,9,9,0,6,6,0,13,13,0,1,9,0,4,12,0,1,3,0,1,1,0,6,6,0,1,1,0,7,8,0,9,7,0
2016010002859 ,-0.101482,51.477426,0,1,1,3,23.46,3,6,30,6,2,5,0,5,4,1,1,0,0,1,9,0,0,5,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,7,0,0,5,0,0
2016010002861 ,0.140822,51.466687,0,1,1,3,22.35,6,6,30,3,4,6,0,8,4,1,1,0,0,1,9,0,0,18,0,0,10,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,7,0,0,9,0,0
2016010002864 ,-0.103419,51.590316,0,2,2,4,1.10,3,6,30,6,2,3,0,4,4,1,2,0,0,1,11,9,0,18,18,0,10,10,0,2,2,0,1,6,0,13,13,0,9,9,0,12,12,0,1,2,0,1,1,0,1,6,0,1,1,0,8,6,0,6,2,0
2016010002865 ,-0.155617,51.359855,0,2,2,2,19.45,4,6,30,6,4,6,0,4,4,2,2,0,0,1,9,9,0,18,18,0,10,10,0,1,6,0,6,6,0,13,13,0,9,9,0,12,12,0,3,1,0,1,1,0,2,6,0,2,2,0,9,4,0,12,1,0
2016010002868 ,-0.066488,51.562466,0,2,1,4,0.55,4,6,30,2,4,6,0,0,4,1,1,0,0,1,9,9,0,5,5,0,10,10,0,4,4,0,6,6,0,13,13,0,9,9,0,12,12,0,4,1,0,1,1,0,6,6,0,1,1,0,7,7,0,5,10,0
2016010002871 ,-0.152378,51.497304,0,2,1,3,9.27,4,2,20,6,4,6,0,8,1,1,2,0,0,1,19,9,0,18,18,0,10,10,0,8,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,3,0,1,1,0,1,2,0,1,2,0,9,6,0,7,5,0
2016010002873 ,-0.166767,51.386379,0,2,1,7,23.42,5,6,30,0,0,0,0,0,4,5,2,0,0,1,19,9,0,18,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,3,1,0,1,1,0,1,6,0,1,1,0,8,6,0,1,9,0
2016010002878 ,-0.145483,51.546475,0,2,1,3,9.0,5,3,30,9,4,6,0,0,1,1,1,4,0,1,8,2,0,3,18,0,10,10,0,1,1,0,6,6,0,13,13,0,3,9,0,12,12,0,1,1,0,1,1,0,2,2,0,1,1,0,8,4,0,7,6,0
2016010002971 ,-0.306922,51.428506,0,2,1,4,12.10,6,6,30,3,4,3,0,0,1,1,1,0,0,1,4,19,0,13,9,0,10,10,0,8,1,0,6,6,0,13,13,0,9,9,0,12,12,0,3,4,0,1,1,0,6,1,0,1,1,0,8,10,0,3,10,0
2016010002976 ,-0.13961,51.460592,0,1,1,4,10.0,3,3,30,3,4,6,0,4,1,1,1,0,0,1,9,0,0,14,0,0,10,0,0,8,0,0,6,0,0,13,0,0,9,0,0,12,0,0,3,0,0,1,0,0,2,0,0,1,0,0,7,0,0,9,0,0
2016010002979 ,-0.121214,51.379183,0,2,1,3,13.16,3,6,30,3,4,6,0,0,1,1,1,0,0,1,9,9,0,5,5,0,10,10,0,2,2,0,6,6,0,13,13,0,9,9,0,12,12,0,1,2,0,1,1,0,6,6,0,2,1,0,8,7,0,14,6,0
2016010002984 ,-0.056022,51.557527,0,1,1,4,8.30,3,3,30,0,0,0,0,0,1,1,1,0,0,1,11,0,0,4,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,1,0,0,1,0,0,6,0,0,1,0,0
2016010002988 ,-0.168954,51.615637,0,1,1,2,20.20,6,6,30,3,4,6,0,0,4,1,2,0,0,1,3,0,0,18,0,0,10,0,0,1,0,0,1,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,0,0,1,0,0
2016010002993 ,-0.073929,51.56052,0,2,1,4,13.0,3,3,30,3,2,5,0,1,1,1,1,0,0,1,20,9,0,5,18,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,1,2,0,1,1,0,7,10,0,2,15,0
2016010002997 ,-0.213119,51.358678,0,2,1,4,14.41,3,3,30,6,2,3,0,5,1,1,1,0,0,1,9,11,0,10,8,0,10,10,0,1,6,0,6,6,0,13,13,0,6,9,0,12,12,0,1,1,0,1,1,0,6,6,0,1,1,0,6,7,0,9,5,0
2016010002998 ,-0.121306,51.38395,0,2,1,4,11.5,3,6,30,0,0,0,0,0,1,1,1,0,0,1,19,4,0,9,13,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,3,4,0,1,1,0,1,1,0,1,1,0,8,7,0,13,5,0
2016010002999 ,-0.307842,51.516467,0,2,1,4,13.22,4,6,30,3,4,6,0,0,1,1,1,0,0,1,9,9,0,18,9,0,10,10,0,8,6,0,6,6,0,13,13,0,9,9,0,12,12,0,4,4,0,1,1,0,6,6,0,2,2,0,9,6,0,12,7,0
2016010003008 ,-0.100155,51.49548,0,1,1,4,15.35,3,6,30,0,0,0,0,0,1,1,1,0,0,1,11,0,0,4,0,0,2,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,1,0,0,1,0,0,7,0,0,13,0,0
2016010003011 ,-0.138148,51.524776,0,1,1,4,13.32,3,6,30,9,4,3,0,4,1,1,1,0,0,1,11,0,0,5,0,0,10,0,0,8,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,0,0,3,0,0
2016010003012 ,-0.220219,51.397815,0,1,1,4,15.34,6,6,20,3,4,6,0,0,1,1,1,0,0,1,9,0,0,9,0,0,10,0,0,6,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,0,0,7,0,0
2016010003013 ,-0.342474,51.578829,0,2,1,3,19.43,3,6,30,3,4,6,0,4,4,9,2,0,0,1,9,9,0,18,18,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,3,1,0,1,1,0,2,2,0,1,1,0,5,6,0,11,13,0
2016010003017 ,-0.13269,51.513719,0,1,1,4,18.45,5,2,30,3,4,6,0,0,4,1,2,4,2,1,9,0,0,1,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,2,0,0,1,0,0,6,0,0,1,0,0,9,0,0,16,0,0
2016010003022 ,-0.070135,51.588784,0,2,1,4,19.15,3,6,30,3,2,3,0,5,4,1,1,0,0,1,8,9,0,11,17,0,3,10,0,7,7,0,6,6,0,13,13,0,9,9,0,12,12,0,4,3,0,1,1,0,1,6,0,1,1,0,8,6,0,5,10,0
2016010003024 ,0.017064,51.536688,0,1,1,4,7.0,4,6,30,3,4,6,0,0,1,1,1,0,0,1,9,0,0,4,0,0,10,0,0,1,0,0,6,0,0,4,0,0,9,0,0,12,0,0,3,0,0,1,0,0,6,0,0,1,0,0,6,0,0,10,0,0
2016010003026 ,0.186452,51.574751,0,1,1,4,17.2,5,6,30,3,2,6,0,5,4,1,1,0,0,1,11,0,0,5,0,0,10,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,0,0,11,0,0
2016010003029 ,-0.179135,51.541697,0,1,1,4,16.43,4,6,20,1,4,5,0,1,4,1,1,0,0,1,9,0,0,18,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,6,0,0,2,0,0,7,0,0,3,0,0
2016010003031 ,-0.339045,51.581838,0,1,1,4,17.10,5,6,30,0,0,0,0,4,4,1,1,0,0,1,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,2,0,0,8,0,0,8,0,0
2016010003032 ,-0.075162,51.428706,0,3,4,4,19.45,5,6,20,3,4,6,0,0,4,1,1,0,0,1,9,8,8,18,18,18,10,10,10,8,8,8,6,6,6,13,13,13,9,9,9,12,12,12,1,1,3,1,1,1,6,1,1,2,1,1,9,8,7,2,4,4
2016010003034 ,-0.458366,51.493543,0,1,1,4,14.52,3,6,20,0,0,0,0,0,1,1,1,0,0,2,9,0,0,13,0,0,10,0,0,9,0,0,6,0,0,13,0,0,7,0,0,12,0,0,4,0,0,1,0,0,6,0,0,1,0,0,5,0,0,15,0,0
2016010003037 ,-0.281486,51.377957,0,2,2,3,20.15,3,7,30,5,4,6,0,0,4,1,1,0,0,1,9,8,0,12,12,0,10,10,0,7,7,0,6,6,0,13,13,0,9,9,0,12,12,0,1,2,0,1,1,0,2,1,0,2,1,0,8,8,0,3,4,0
2016010003039 ,-0.09066,51.353688,0,1,1,4,21.15,6,6,30,3,4,6,0,0,4,1,1,0,0,1,9,0,0,9,0,0,10,0,0,5,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,6,0,0,5,0,0
2016010003040 ,-0.070666,51.477373,0,2,1,4,14.44,5,6,20,3,4,6,0,0,1,1,1,0,0,1,9,9,0,9,18,0,10,10,0,5,5,0,6,6,0,13,13,0,1,9,0,10,12,0,1,5,0,1,1,0,6,1,0,1,1,0,5,5,0,1,1,0
2016010003041 ,-0.098946,51.486468,0,1,2,4,15.5,6,6,20,0,0,0,0,0,1,9,2,0,0,1,9,0,0,1,0,0,10,0,0,9,0,0,6,0,0,13,0,0,9,0,0,12,0,0,2,0,0,1,0,0,3,0,0,1,0,0,8,0,0,14,0,0
2016010003044 ,-0.005232,51.554426,0,2,2,4,17.44,3,6,30,0,0,0,0,0,4,1,1,0,0,1,9,9,0,9,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,2,1,0,1,1,0,6,1,0,2,1,0,6,7,0,11,4,0
2016010003045 ,0.088795,51.497123,0,1,1,4,3.35,3,3,50,9,2,6,0,0,4,1,2,0,7,1,9,0,0,18,0,0,10,0,0,2,0,0,1,0,0,12,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,7,0,0,3,0,0
2016010003046 ,-0.072216,51.583962,0,2,4,4,21.30,3,3,30,6,2,3,0,5,4,1,1,0,0,1,9,9,0,18,9,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,3,4,0,1,1,0,6,6,0,1,1,0,7,5,0,3,10,0
2016010003058 ,0.126758,51.473868,0,1,1,5,5.5,5,3,30,2,4,6,0,0,4,1,1,0,3,1,9,0,0,18,0,0,10,0,0,4,0,0,6,0,0,9,0,0,4,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,9,0,0,13,0,0
2016010003059 ,-0.004868,51.631937,0,1,1,5,4.26,3,6,30,3,4,6,0,0,4,1,1,0,0,1,9,0,0,16,0,0,10,0,0,1,0,0,6,0,0,13,0,0,1,0,0,3,0,0,1,0,0,1,0,0,2,0,0,1,0,0,6,0,0,3,0,0
2016010003115 ,0.026295,51.406761,0,3,3,5,8.31,3,6,30,0,0,0,0,8,1,1,1,0,0,1,9,9,9,18,18,18,10,10,10,9,9,9,6,6,6,13,13,13,9,9,9,12,12,12,1,2,2,1,1,1,3,6,6,2,2,2,6,8,9,10,10,6
2016010003119 ,-0.360217,51.538972,0,2,1,5,7.14,3,3,50,5,4,6,0,0,1,1,1,0,0,1,8,9,0,4,18,0,10,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,2,1,0,1,1,0,6,6,0,1,1,0,6,6,0,3,4,0
2016010003126 ,0.090474,51.455095,0,2,1,5,6.11,3,3,50,0,0,0,0,0,1,1,1,0,0,1,8,9,0,18,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,5,2,0,1,1,0,6,2,0,1,1,0,8,8,0,11,7,0
2016010003132 ,-0.194693,51.600389,0,1,1,5,7.33,3,6,30,3,4,3,0,0,1,1,1,0,0,1,9,0,0,7,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,8,0,0,5,0,0
2016010003171 ,-0.467258,51.571983,0,1,1,5,12.20,5,3,30,0,0,0,0,0,1,1,1,0,0,2,9,0,0,18,0,0,10,0,0,9,0,0,6,0,0,10,0,0,1,0,0,4,0,0,1,0,0,1,0,0,6,0,0,2,0,0,9,0,0,1,0,0
2016010003173 ,-0.204573,51.532916,0,1,1,5,12.20,4,2,30,1,3,5,0,0,1,1,1,0,0,1,9,0,0,9,0,0,10,0,0,6,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,1,0,0,8,0,0,1,0,0
2016010003175 ,0.041925,51.486437,0,1,1,5,10.45,6,3,20,3,4,6,0,0,1,1,1,0,0,1,11,0,0,18,0,0,10,0,0,2,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,6,0,0,1,0,0,6,0,0,7,0,0
2016010003180 ,-0.112856,51.474013,0,2,1,5,10.5,3,6,20,3,4,6,0,0,1,1,1,0,0,1,11,9,0,18,10,0,2,10,0,1,1,0,6,6,0,13,13,0,9,9,0,12,12,0,1,3,0,1,1,0,1,1,0,1,1,0,7,6,0,1,7,0
2016010003183 ,-0.311868,51.547908,0,2,2,3,12.0,3,6,30,3,2,3,0,0,1,1,1,0,0,1,9,9,0,18,9,0,10,10,0,8,8,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,6,6,0,1,1,0,8,7,0,10,12,0
2016010003190 ,0.169798,51.525059,0,2,1,5,9.30,5,3,30,3,2,3,0,0,1,1,1,0,0,1,9,9,0,9,18,0,10,10,0,8,8,0,6,6,0,13,13,0,3,1,0,12,10,0,1,1,0,1,1,0,6,2,0,2,1,0,7,7,0,2,12,0
2016010003223 ,-0.084622,51.395137,0,1,1,5,15.38,6,6,30,6,4,3,0,0,5,1,1,0,0,1,9,0,0,9,0,0,10,0,0,5,0,0,6,0,0,13,0,0,9,0,0,12,0,0,1,0,0,1,0,0,6,0,0,2,0,0,9,0,0,4,0,0
2016010003228 ,-0.345113,51.498204,0,3,3,4,7.43,4,6,30,0,0,0,0,0,1,1,1,4,0,1,9,9,9,18,18,18,10,10,10,9,9,9,1,6,6,13,13,13,9,9,9,12,12,12,3,1,1,1,1,1,6,6,6,1,1,2,9,7,7,1,4,3
2016010003229 ,0.044929,51.576044,0,2,1,5,16.30,3,1,40,1,4,5,0,0,4,1,1,0,0,1,9,19,0,7,18,0,10,10,0,4,8,0,6,6,0,13,13,0,9,9,0,12,12,0,1,4,0,1,1,0,6,1,0,2,1,0,6,8,0,3,3,0
2016010003234 ,-0.128957,51.358443,0,1,1,5,17.28,6,6,30,9,4,6,1,5,4,1,1,0,0,1,11,0,0,18,0,0,10,0,0,1,0,0,6,0,0,13,0,0,9,0,0,12,0,0,5,0,0,1,0,0,6,0,0,1,0,0,8,0,0,2,0,0
2016010003236 ,-0.030361,51.577152,0,2,1,5,18.30,6,6,30,0,0,0,0,0,4,1,1,0,0,1,9,9,0,18,5,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,3,4,0,1,1,0,6,2,0,1,1,0,7,6,0,5,7,0
2016010003238 ,-0.26356,51.521125,0,1,1,5,17.22,3,3,40,6,2,3,0,5,1,1,1,0,0,1,19,0,0,18,0,0,10,0,0,2,0,0,5,0,0,7,0,0,9,0,0,12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,9,0,0,11,0,0
2016010003243 ,-0.171738,51.398687,0,2,1,5,14.30,3,3,30,0,0,0,0,0,1,1,1,0,0,1,9,9,0,11,18,0,10,10,0,9,9,0,6,6,0,13,13,0,9,9,0,12,12,0,1,1,0,1,1,0,6,6,0,1,2,0,5,4,0,1,7,0
